gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,GDP_per_capita,total_early_clicks
M,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,29325.385023898034,257.0
M,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,29325.385023898034,22.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Pass,29325.385023898034,243.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,29325.385023898034,209.0
M,Lower Than A Level,70-80%,0-35,0,30,N,Pass,29325.385023898034,125.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,30300.0,320.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,29325.385023898034,278.0
F,Lower Than A Level,,35-55,0,40,N,Distinction,29325.385023898034,797.0
M,Lower Than A Level,10-20,0-35,0,60,N,Fail,29325.385023898034,32.0
F,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,80-90%,0-35,0,150,N,Pass,29325.385023898034,389.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,94.0
F,Lower Than A Level,30-40%,0-35,0,60,N,Pass,30300.0,78.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,160.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,6.0
F,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,29325.385023898034,556.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Fail,29325.385023898034,509.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,182.0
M,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,29325.385023898034,466.0
M,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,29325.385023898034,0.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,65.0
M,HE Qualification,80-90%,35-55,0,60,N,Distinction,29325.385023898034,958.0
M,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,29325.385023898034,615.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,30300.0,148.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,30300.0,22.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,29325.385023898034,157.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,27200.0,200.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,200.0
F,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,29325.385023898034,109.0
M,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,27200.0,177.0
M,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,29325.385023898034,277.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,29325.385023898034,395.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,30300.0,192.0
F,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,29325.385023898034,582.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,30300.0,79.0
M,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,29325.385023898034,102.0
F,HE Qualification,50-60%,35-55,0,60,N,Pass,29325.385023898034,566.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,29325.385023898034,112.0
M,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,29325.385023898034,110.0
F,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,29325.385023898034,126.0
M,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,29325.385023898034,1098.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Fail,29325.385023898034,454.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Pass,29325.385023898034,219.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Fail,29325.385023898034,595.0
F,HE Qualification,30-40%,0-35,0,90,N,Distinction,29325.385023898034,1466.0
M,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,29325.385023898034,314.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,134.0
M,Lower Than A Level,20-30%,0-35,0,90,N,Fail,30300.0,99.0
M,HE Qualification,70-80%,35-55,0,60,N,Pass,27200.0,208.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,154.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,29325.385023898034,151.0
M,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,361.0
M,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,114.0
M,HE Qualification,60-70%,0-35,0,60,N,Fail,29325.385023898034,363.0
M,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,29325.385023898034,184.0
M,Lower Than A Level,80-90%,0-35,0,30,N,Pass,29325.385023898034,164.0
M,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,181.0
M,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,29325.385023898034,1.0
M,HE Qualification,10-20,0-35,0,90,N,Pass,29325.385023898034,50.0
M,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,29325.385023898034,144.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,320.0
M,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,30-40%,0-35,0,90,N,Pass,29325.385023898034,88.0
M,Lower Than A Level,,35-55,0,30,N,Withdrawn,27200.0,18.0
M,HE Qualification,90-100%,35-55,0,30,N,Pass,29325.385023898034,294.0
M,Lower Than A Level,60-70%,0-35,0,150,N,Withdrawn,29325.385023898034,93.0
M,Lower Than A Level,0-10%,0-35,0,120,N,Fail,29325.385023898034,102.0
M,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,640.0
M,HE Qualification,20-30%,35-55,0,30,N,Pass,29325.385023898034,68.0
M,HE Qualification,20-30%,0-35,0,180,N,Fail,29325.385023898034,96.0
M,HE Qualification,20-30%,0-35,0,60,N,Fail,30300.0,55.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,64.0
M,HE Qualification,,35-55,0,30,N,Withdrawn,27200.0,10.0
M,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,29325.385023898034,2.0
M,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,29325.385023898034,133.0
M,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,50-60%,0-35,0,30,N,Fail,29325.385023898034,57.0
M,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,29325.385023898034,42.0
M,HE Qualification,90-100%,35-55,0,90,N,Distinction,29325.385023898034,992.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,30300.0,11.0
M,A Level or Equivalent,10-20,0-35,0,90,N,Fail,29325.385023898034,676.0
M,Lower Than A Level,,0-35,0,60,N,Withdrawn,29325.385023898034,87.0
M,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,29325.385023898034,206.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Fail,29325.385023898034,281.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,29325.385023898034,231.0
F,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,29325.385023898034,115.0
M,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn,29325.385023898034,120.0
F,Lower Than A Level,20-30%,0-35,0,90,N,Fail,29325.385023898034,21.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,273.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,27200.0,1180.0
F,Lower Than A Level,,0-35,0,30,N,Fail,29325.385023898034,253.0
M,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,446.0
F,HE Qualification,0-10%,0-35,0,90,N,Pass,29325.385023898034,119.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,10-20,0-35,0,60,N,Pass,29325.385023898034,496.0
M,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,1.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,29325.385023898034,316.0
M,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn,29325.385023898034,262.0
M,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,30300.0,201.0
F,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,30300.0,0.0
M,Lower Than A Level,0-10%,0-35,0,90,Y,Pass,29325.385023898034,161.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,64.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,29325.385023898034,309.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,37.0
M,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,29325.385023898034,78.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Fail,29325.385023898034,5.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,808.0
M,A Level or Equivalent,,35-55,0,30,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,29325.385023898034,330.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,156.0
M,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,29325.385023898034,129.0
M,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,29325.385023898034,1043.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,65.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,29325.385023898034,1373.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Fail,29325.385023898034,146.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,315.0
M,HE Qualification,70-80%,35-55,0,60,N,Pass,29325.385023898034,504.0
F,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,29325.385023898034,8.0
F,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,27200.0,76.0
F,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,87.0
M,HE Qualification,10-20,0-35,0,30,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,80-90%,35-55,0,30,N,Distinction,29325.385023898034,766.0
F,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,30300.0,956.0
F,No Formal quals,0-10%,0-35,0,90,N,Fail,29325.385023898034,686.0
M,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,29325.385023898034,220.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
F,Lower Than A Level,60-70%,0-35,0,210,N,Withdrawn,29325.385023898034,21.0
F,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,30300.0,101.0
M,Lower Than A Level,50-60%,35-55,0,120,N,Fail,29325.385023898034,423.0
F,HE Qualification,30-40%,0-35,0,30,N,Withdrawn,29325.385023898034,36.0
M,HE Qualification,30-40%,0-35,0,60,N,Distinction,29325.385023898034,365.0
M,HE Qualification,70-80%,35-55,0,30,N,Distinction,29325.385023898034,693.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,66.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,27200.0,448.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,29325.385023898034,260.0
M,Post Graduate Qualification,,35-55,0,60,N,Pass,29325.385023898034,116.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,29325.385023898034,425.0
M,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,29325.385023898034,43.0
F,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,29325.385023898034,40.0
M,A Level or Equivalent,10-20,35-55,0,90,N,Fail,29325.385023898034,182.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,29325.385023898034,873.0
M,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn,29325.385023898034,104.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,29325.385023898034,37.0
M,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,29325.385023898034,411.0
F,A Level or Equivalent,,0-35,0,120,N,Pass,29325.385023898034,362.0
F,Lower Than A Level,80-90%,35-55,0,90,N,Pass,29325.385023898034,559.0
M,A Level or Equivalent,50-60%,55<=,0,60,N,Pass,29325.385023898034,219.0
M,Lower Than A Level,,0-35,0,120,N,Withdrawn,29325.385023898034,231.0
M,A Level or Equivalent,60-70%,35-55,0,30,N,Fail,29325.385023898034,157.0
M,Lower Than A Level,10-20,0-35,0,60,N,Fail,29325.385023898034,150.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Fail,29325.385023898034,647.0
M,Lower Than A Level,,0-35,0,60,N,Withdrawn,30300.0,600.0
M,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,29325.385023898034,891.0
F,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction,29325.385023898034,901.0
F,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,29325.385023898034,62.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,29325.385023898034,154.0
M,Lower Than A Level,20-30%,0-35,0,150,N,Pass,29325.385023898034,120.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,27200.0,673.0
F,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,29325.385023898034,316.0
F,HE Qualification,10-20,35-55,0,90,N,Pass,29325.385023898034,782.0
F,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,29325.385023898034,244.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,269.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,30300.0,224.0
M,Lower Than A Level,70-80%,0-35,0,30,N,Pass,29325.385023898034,135.0
M,Lower Than A Level,,0-35,0,60,N,Fail,27200.0,1230.0
M,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,29325.385023898034,259.0
M,Lower Than A Level,50-60%,0-35,0,90,N,Pass,29325.385023898034,211.0
F,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,29325.385023898034,67.0
M,Lower Than A Level,50-60%,0-35,0,30,N,Pass,29325.385023898034,109.0
F,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,29325.385023898034,162.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,259.0
M,HE Qualification,0-10%,0-35,0,30,N,Withdrawn,29325.385023898034,366.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,29325.385023898034,120.0
F,Lower Than A Level,10-20,0-35,0,60,N,Distinction,29325.385023898034,171.0
M,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,29325.385023898034,175.0
F,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,61.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,27200.0,446.0
M,Lower Than A Level,,0-35,0,60,N,Distinction,29325.385023898034,333.0
M,Lower Than A Level,,0-35,0,30,N,Distinction,29325.385023898034,475.0
M,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,29325.385023898034,82.0
M,HE Qualification,60-70%,35-55,0,60,N,Pass,29325.385023898034,499.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Fail,29325.385023898034,212.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,27200.0,62.0
F,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,29325.385023898034,152.0
M,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,30300.0,446.0
M,Lower Than A Level,50-60%,0-35,0,30,N,Fail,29325.385023898034,27.0
M,Post Graduate Qualification,,0-35,0,60,N,Withdrawn,29325.385023898034,242.0
M,HE Qualification,50-60%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,104.0
M,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,29325.385023898034,13.0
F,Lower Than A Level,10-20,0-35,0,180,N,Fail,29325.385023898034,1.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,606.0
M,HE Qualification,90-100%,0-35,0,30,N,Pass,29325.385023898034,147.0
M,Lower Than A Level,60-70%,0-35,0,30,N,Pass,29325.385023898034,779.0
M,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,30300.0,0.0
F,A Level or Equivalent,10-20,0-35,0,90,N,Fail,29325.385023898034,530.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,29325.385023898034,233.0
F,Lower Than A Level,,0-35,0,30,N,Withdrawn,29325.385023898034,70.0
M,Lower Than A Level,60-70%,0-35,0,30,N,Pass,29325.385023898034,209.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,677.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,170.0
M,Lower Than A Level,10-20,0-35,0,60,N,Fail,29325.385023898034,86.0
M,A Level or Equivalent,10-20,0-35,0,30,Y,Pass,29325.385023898034,552.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,29325.385023898034,962.0
M,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass,29325.385023898034,351.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,237.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,29325.385023898034,407.0
M,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass,29325.385023898034,181.0
M,HE Qualification,40-50%,35-55,0,60,N,Pass,29325.385023898034,242.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,29325.385023898034,519.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,26.0
F,A Level or Equivalent,10-20,0-35,0,120,N,Pass,29325.385023898034,207.0
F,No Formal quals,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,63.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,83.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,89.0
F,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,29325.385023898034,37.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,30300.0,105.0
M,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,29325.385023898034,18.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,30300.0,194.0
F,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn,29325.385023898034,11.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,143.0
F,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,0-10%,0-35,0,30,N,Distinction,29325.385023898034,505.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,29325.385023898034,698.0
M,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,631.0
F,A Level or Equivalent,0-10%,35-55,0,120,N,Fail,30300.0,139.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Pass,29325.385023898034,547.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,29325.385023898034,38.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,29325.385023898034,96.0
M,Lower Than A Level,0-10%,35-55,0,60,N,Pass,30300.0,384.0
F,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,29325.385023898034,140.0
F,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,29325.385023898034,224.0
M,Lower Than A Level,10-20,0-35,0,90,N,Fail,29325.385023898034,457.0
F,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,129.0
F,HE Qualification,50-60%,35-55,0,60,N,Fail,29325.385023898034,96.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,29325.385023898034,324.0
M,A Level or Equivalent,10-20,0-35,0,30,N,Distinction,29325.385023898034,968.0
M,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,29325.385023898034,444.0
M,Lower Than A Level,70-80%,0-35,0,120,N,Fail,29325.385023898034,101.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,30300.0,97.0
M,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn,29325.385023898034,682.0
M,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,129.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,49.0
F,No Formal quals,30-40%,0-35,0,60,N,Pass,29325.385023898034,211.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,23.0
F,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,1027.0
F,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass,29325.385023898034,215.0
F,Lower Than A Level,30-40%,35-55,0,60,N,Pass,29325.385023898034,265.0
M,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,434.0
M,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,259.0
M,HE Qualification,90-100%,35-55,0,30,Y,Distinction,29325.385023898034,2222.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,29325.385023898034,612.0
F,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,29325.385023898034,24.0
F,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,311.0
F,HE Qualification,20-30%,0-35,0,90,N,Distinction,29325.385023898034,285.0
M,Lower Than A Level,70-80%,0-35,0,90,N,Fail,29325.385023898034,56.0
M,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,,0-35,0,120,N,Pass,29325.385023898034,479.0
M,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,104.0
M,Lower Than A Level,20-30%,0-35,0,120,N,Pass,29325.385023898034,411.0
M,HE Qualification,40-50%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,44.0
M,HE Qualification,90-100%,0-35,0,90,N,Pass,29325.385023898034,181.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Fail,30300.0,97.0
M,Lower Than A Level,80-90%,0-35,0,90,N,Fail,29325.385023898034,58.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,661.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,483.0
F,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,29325.385023898034,679.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,243.0
M,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,29325.385023898034,91.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,30300.0,179.0
F,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,128.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Pass,29325.385023898034,264.0
M,Lower Than A Level,30-40%,0-35,0,120,N,Pass,29325.385023898034,167.0
F,HE Qualification,10-20,35-55,0,60,N,Withdrawn,29325.385023898034,3.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,869.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,29325.385023898034,255.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,29325.385023898034,323.0
F,HE Qualification,70-80%,0-35,0,180,N,Withdrawn,29325.385023898034,43.0
M,Lower Than A Level,60-70%,0-35,0,150,N,Fail,29325.385023898034,0.0
M,HE Qualification,60-70%,0-35,0,30,N,Distinction,29325.385023898034,406.0
M,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,29325.385023898034,196.0
M,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,29325.385023898034,195.0
F,A Level or Equivalent,10-20,0-35,0,120,N,Fail,29325.385023898034,107.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,29325.385023898034,65.0
M,HE Qualification,10-20,0-35,0,90,N,Withdrawn,29325.385023898034,132.0
F,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,29325.385023898034,72.0
M,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,29325.385023898034,114.0
